,Botnet,SourceIp,SourcePort,SourceIpAsnNr,TargetIp,TargetPort,SourceIpRegion,SourceIpCity,SourceIpLatitude,SourceIpLongitude,Threat.Confidence,Threat_Classify,Host Address,Prediction
1317,B106-MULTI,210.186.54.45,1496,AS4788,204.95.99.109,88,3,Kota Bharu,6.1333,102.2386,High,1,109,1.0
1318,B106-MULTI,1.9.107.163,11049,AS4788,204.95.99.109,333,11,Kuching,1.55,110.3333,High,1,109,1.0
1319,B106-MULTI,175.142.14.225,57968,AS4788,204.95.99.109,1122,1,Yong Peng,2.0136,103.0659,High,1,109,1.0
1320,B106-MULTI,113.210.9.43,42734,AS9534,204.95.99.109,333,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1321,B106-Jenxcus,115.133.188.137,60108,AS4788,204.95.99.86,4442,12,Klang,3.0333,101.45,High,1,86,1.0
1322,B106-Jenxcus,60.51.98.219,64989,AS4788,204.95.99.86,4442,12,Puchong,3.0167,101.6167,High,1,86,1.0
1323,B106-CB,183.171.167.74,17687,AS10030,204.95.99.31,105,NA,,2.5,112.5,High,1,31,1.0
1324,B106-MULTI,183.171.166.27,48953,AS10030,204.95.99.109,86,12,Ampang,3.15,101.7667,High,1,109,1.0
1325,B106-MULTI,175.136.93.3,49606,AS4788,204.95.99.109,333,17,Putrajaya,2.9431,101.6994,High,1,109,1.0
1326,B106-CB,203.106.148.237,1660,AS4788,204.95.99.31,288,9,Penang,5.4112,100.3354,High,1,31,1.0
1327,B106-Malagent,58.26.240.2,1188,AS4788,204.95.99.100,6680,14,Kuala Lumpur,3.1667,101.7,Low,0,100,0.0
1328,B106-MULTI,113.210.5.195,3984,AS9534,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1329,B106-MULTI,1.9.103.19,6615,AS4788,204.95.99.109,8899,4,Melaka,2.196,102.2405,High,1,109,0.0
1330,B106-MULTI,203.106.157.22,3222,AS4788,204.95.99.109,1177,1,Kluang,2.0251,103.3328,High,1,109,1.0
1331,B106-MULTI,203.106.158.192,17104,AS4788,204.95.99.109,1888,4,Melaka,2.196,102.2405,High,1,109,1.0
1332,B106-Jenxcus,118.101.220.86,65361,AS4788,204.95.99.86,1336,9,Penang,5.4112,100.3354,High,1,86,1.0
1333,B106-MULTI,203.106.153.211,2358,AS4788,204.95.99.109,77,7,Bagan Serai,5.0108,100.541,High,1,109,1.0
1334,B106-MULTI,210.186.56.205,1416,AS4788,204.95.99.109,88,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
1335,B106-MULTI,123.136.107.19,4658,AS38466,204.95.99.109,86,12,Klang,3.0333,101.45,High,1,109,1.0
1336,B106-Jenxcus,118.101.175.91,50564,AS4788,204.95.99.86,1644,6,Kuantan,3.8077,103.326,High,1,86,1.0
1337,B106-MULTI,175.145.76.182,51605,AS4788,204.95.99.109,88,7,Ipoh,4.5841,101.0829,High,1,109,1.0
1338,B106-CB,183.171.249.78,44726,AS10030,204.95.99.31,87,11,Kuching,1.55,110.3333,High,1,31,1.0
1339,B106-MULTI,115.133.74.129,59024,AS4788,204.95.99.109,333,NA,,2.5,112.5,High,1,109,1.0
1340,B106-MULTI,1.9.44.66,11359,AS4788,204.95.99.109,1122,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1341,B106-MULTI,121.123.150.35,57158,AS9534,204.95.99.109,7777,14,Kuala Lumpur,3.1667,101.7,High,1,109,0.0
1342,B106-MULTI,113.23.141.106,63589,AS38182,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1343,B106-Malagent,180.74.76.7,57500,AS38322,204.95.99.100,4040,12,Puchong,3.0167,101.6167,Low,0,100,0.0
1344,B106-MULTI,1.9.102.240,20556,AS4788,204.95.99.109,88,4,Melaka,2.196,102.2405,High,1,109,1.0
1345,B106-CB,113.210.132.95,20866,AS9534,204.95.99.31,105,12,Petaling Jaya,3.0833,101.65,High,1,31,1.0
1346,B106-MULTI,118.101.179.172,59698,AS4788,204.95.99.109,1998,1,Johor Bahru,1.4655,103.7578,High,1,109,1.0
1347,B106-Jenxcus,175.140.91.20,22721,AS4788,204.95.99.86,991,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
1348,B106-CB,175.140.89.226,16000,AS4788,204.95.99.31,1921,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
1349,B106-MULTI,115.134.138.51,49961,AS4788,204.95.99.109,1500,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1350,B106-MULTI,1.9.103.50,11204,AS4788,204.95.99.109,88,4,Melaka,2.196,102.2405,High,1,109,1.0
1351,B106-Jenxcus,219.92.56.253,64204,AS4788,204.95.99.86,1179,1,Johor Bahru,1.4655,103.7578,High,1,86,1.0
1352,B106-Jenxcus,175.137.64.46,52781,AS4788,204.95.99.86,81,12,Petaling Jaya,3.0833,101.65,High,1,86,1.0
1353,B106-MULTI,175.139.40.128,53119,AS4788,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1354,B106-MULTI,116.12.89.154,62552,AS5087,204.95.99.109,86,NA,,2.5,112.5,High,1,109,1.0
1355,B106-Bladabindi,60.54.62.112,49197,AS4788,204.95.99.26,9999,7,Chemor,4.7211,101.1189,High,1,26,0.0
1356,B106-CB,1.9.98.19,3837,AS4788,204.95.99.31,288,6,Kuantan,3.8077,103.326,High,1,31,1.0
1357,B106-MULTI,113.210.8.75,41368,AS9534,204.95.99.109,333,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1358,B106-MULTI,60.51.77.230,55609,AS4788,204.95.99.109,87,12,Shah Alam,3.0833,101.5333,High,1,109,1.0
1359,B106-MULTI,210.186.58.62,18797,AS4788,204.95.99.109,333,11,Kuching,1.55,110.3333,High,1,109,1.0
1360,B106-CB,203.106.150.200,9501,AS4788,204.95.99.31,333,9,Penang,5.4112,100.3354,High,1,31,1.0
1361,B106-MULTI,60.50.75.129,58124,AS4788,204.95.99.109,88,6,Mentakab,3.4854,102.3484,High,1,109,1.0
1362,B106-Jenxcus,120.141.195.41,50458,AS38322,204.95.99.86,1644,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
1363,B106-MULTI,203.106.150.19,16280,AS4788,204.95.99.109,88,9,Penang,5.4112,100.3354,High,1,109,1.0
1364,B106-CB,103.1.71.248,50418,AS45960,204.95.99.31,288,1,Johor Bahru,1.4655,103.7578,High,1,31,1.0
1365,B106-MULTI,1.9.102.105,19566,AS4788,204.95.99.109,2233,4,Melaka,2.196,102.2405,High,1,109,1.0
1366,B106-MULTI,175.138.193.158,50867,AS4788,204.95.99.109,88,9,Penang,5.4112,100.3354,High,1,109,1.0
1367,B106-CB,175.142.198.245,57622,AS4788,204.95.99.31,1920,12,Petaling Jaya,3.0833,101.65,High,1,31,1.0
1368,B106-MULTI,60.54.192.194,31978,AS4788,204.95.99.109,258,1,Johor Bahru,1.4655,103.7578,High,1,109,1.0
1369,B106-MULTI,170.38.99.35,38615,AS2042,204.95.99.109,777,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1370,B106-MULTI,210.186.188.77,54042,AS4788,204.95.99.109,1973,9,Bukit Mertajam,5.363,100.4667,High,1,109,1.0
1371,B106-MULTI,110.159.23.161,54463,AS4788,204.95.99.109,1177,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1372,B106-MULTI,183.171.173.140,35570,AS10030,204.95.99.109,6666,14,Kuala Lumpur,3.1667,101.7,High,1,109,0.0
1373,B106-Jenxcus,183.171.163.20,36202,AS10030,204.95.99.86,1644,12,Petaling Jaya,3.0833,101.65,High,1,86,1.0
1374,B106-Bladabindi,113.210.0.139,10683,AS9534,204.95.99.26,1221,NA,,2.5,112.5,High,1,26,1.0
1375,B106-MULTI,60.54.85.141,11164,AS4788,204.95.99.109,88,NA,,2.5,112.5,High,1,109,1.0
1376,B106-Jenxcus,210.186.58.194,2586,AS4788,204.95.99.86,5510,11,Kuching,1.55,110.3333,High,1,86,0.0
1377,B106-MULTI,210.186.58.129,2698,AS4788,204.95.99.109,333,11,Kuching,1.55,110.3333,High,1,109,1.0
1378,B106-MULTI,210.186.59.7,9096,AS4788,204.95.99.109,1177,11,Kuching,1.55,110.3333,High,1,109,1.0
1379,B106-MULTI,175.144.99.8,58939,AS4788,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1380,B106-MULTI,210.186.53.194,3919,AS4788,204.95.99.109,3745,6,Kuantan,3.8077,103.326,High,1,109,0.0
1381,B106-Jenxcus,115.164.49.183,62345,AS4818,204.95.99.86,991,NA,,2.5,112.5,High,1,86,1.0
1382,B106-MULTI,183.171.171.207,10355,AS10030,204.95.99.109,1991,12,Petaling Jaya,3.0833,101.65,High,1,109,1.0
1383,B106-MULTI,175.140.51.69,50585,AS4788,204.95.99.109,95,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
1384,B106-Jenxcus,49.125.181.100,1614,AS4818,204.95.99.86,1644,NA,,2.5,112.5,High,1,86,1.0
1385,B106-Jenxcus,1.9.105.126,1410,AS4788,204.95.99.86,2164,16,Kota Kinabalu,5.9749,116.0724,High,1,86,1.0
1386,B106-MULTI,118.101.239.146,53523,AS4788,204.95.99.109,333,9,Bayan Lepas,5.2999,100.2605,High,1,109,1.0
1387,B106-MULTI,113.210.6.52,27191,AS9534,204.95.99.109,86,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1388,B106-CB,124.13.18.93,49730,AS4788,204.95.99.31,2288,2,Kulim,5.365,100.5618,High,1,31,1.0
1389,B106-MULTI,203.106.150.180,14948,AS4788,204.95.99.109,77,9,Penang,5.4112,100.3354,High,1,109,1.0
1390,B106-MULTI,175.140.151.69,56225,AS4788,204.95.99.109,88,7,Ipoh,4.5841,101.0829,High,1,109,1.0
1391,B106-MULTI,60.53.56.23,2986,AS4788,204.95.99.109,88,9,Bayan Lepas,5.2999,100.2605,High,1,109,1.0
1392,B106-Jenxcus,115.135.143.249,56786,AS4788,204.95.99.86,991,3,Kota Bharu,6.1333,102.2386,High,1,86,1.0
1393,B106-MULTI,202.185.14.94,50561,AS2042,204.95.99.109,3745,3,Kota Bharu,6.1333,102.2386,High,1,109,0.0
1394,B106-Bladabindi,60.50.176.52,65120,AS4788,204.95.99.26,888,11,Kuching,1.55,110.3333,High,1,26,1.0
1395,B106-CB,183.171.170.113,6853,AS10030,204.95.99.31,288,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
1396,B106-Jenxcus,1.9.30.20,62040,AS4788,204.95.99.86,1644,5,Pantai,2.7867,101.9953,High,1,86,1.0
1397,B106-MULTI,60.54.29.192,13516,AS4788,204.95.99.109,88,12,Batu Caves,3.2333,101.6667,High,1,109,1.0
1398,B106-Jenxcus,115.135.255.19,59502,AS4788,204.95.99.86,4442,1,Johor Bahru,1.4655,103.7578,High,1,86,1.0
1399,B106-MULTI,175.145.115.20,49779,AS4788,204.95.99.109,81,12,Puchong,3.0167,101.6167,High,1,109,1.0
1400,B106-MULTI,175.144.179.128,14771,AS4788,204.95.99.109,86,7,Ipoh,4.5841,101.0829,High,1,109,1.0
1401,B106-MULTI,113.210.134.209,59677,AS9534,204.95.99.109,102,12,Rawang,3.3213,101.5767,High,1,109,1.0
1402,B106-Bladabindi,113.210.134.209,7511,AS9534,204.95.99.26,99,12,Rawang,3.3213,101.5767,High,1,26,1.0
1403,B106-MULTI,180.75.240.243,62706,AS38322,204.95.99.109,88,9,Bayan Lepas,5.2999,100.2605,High,1,109,1.0
1404,B106-MULTI,183.171.170.82,39190,AS10030,204.95.99.109,82,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1405,B106-CB,118.101.222.104,58561,AS4788,204.95.99.31,2288,9,Ayer Itam,5.4,100.2833,High,1,31,1.0
1406,B106-Jenxcus,103.1.69.218,49431,AS45960,204.95.99.86,1644,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
1407,B106-MULTI,60.54.57.200,20079,AS4788,204.95.99.109,92,12,Klang,3.0333,101.45,High,1,109,1.0
1408,B106-MULTI,60.50.80.216,24642,AS4788,204.95.99.109,7777,14,Kuala Lumpur,3.1667,101.7,High,1,109,0.0
1409,B106-CB,113.210.10.174,17750,AS9534,204.95.99.31,1920,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
1410,B106-MULTI,203.106.155.187,6677,AS4788,204.95.99.109,88,7,Ipoh,4.5841,101.0829,High,1,109,1.0
1411,B106-Bladabindi,175.140.89.177,12781,AS4788,204.95.99.26,1122,14,Kuala Lumpur,3.1667,101.7,High,1,26,1.0
1412,B106-MULTI,123.136.107.2,2565,AS38466,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1413,B106-MULTI,14.192.212.25,5587,AS9534,204.95.99.109,8899,14,Kuala Lumpur,3.1667,101.7,High,1,109,0.0
1414,B106-MULTI,124.13.87.148,57886,AS4788,204.95.99.109,86,7,Taiping,4.85,100.7333,High,1,109,1.0
1415,B106-MULTI,118.100.232.93,44681,AS4788,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1416,B106-MULTI,175.137.221.67,64099,AS4788,204.95.99.109,88,5,Seremban,2.7297,101.9381,High,1,109,1.0
1417,B106-MULTI,113.210.132.74,16390,AS9534,204.95.99.109,95,12,Petaling Jaya,3.0833,101.65,High,1,109,1.0
1418,B106-CB,218.111.157.213,50480,AS4788,204.95.99.31,1177,3,Kota Bharu,6.1333,102.2386,High,1,31,1.0
1419,B106-MULTI,210.195.121.136,51330,AS4788,204.95.99.109,102,12,Petaling Jaya,3.0833,101.65,High,1,109,1.0
1420,B106-MULTI,118.100.232.145,19607,AS4788,204.95.99.109,246,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1421,B106-Jenxcus,115.135.164.164,59580,AS4788,204.95.99.86,1644,2,Alor Setar,6.121,100.3601,High,1,86,1.0
1422,B106-MULTI,202.184.208.38,26310,AS2042,204.95.99.109,88,12,Sepang,2.6931,101.7498,High,1,109,1.0
1423,B106-CB,115.135.194.102,11340,AS4788,204.95.99.31,288,5,Nilai,2.8033,101.7972,High,1,31,1.0
1424,B106-CB,203.106.154.117,4836,AS4788,204.95.99.31,288,7,Ipoh,4.5841,101.0829,High,1,31,1.0
1425,B106-Jenxcus,60.50.250.119,56592,AS4788,204.95.99.86,991,12,Shah Alam,3.0833,101.5333,High,1,86,1.0
1426,B106-MULTI,120.140.1.54,49857,AS38322,204.95.99.109,100,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1427,B106-Jenxcus,203.106.149.142,17618,AS4788,204.95.99.86,1644,9,Penang,5.4112,100.3354,High,1,86,1.0
1428,B106-CB,219.92.119.30,53154,AS4788,204.95.99.31,105,2,Alor Setar,6.121,100.3601,High,1,31,1.0
1429,B106-MULTI,203.106.155.162,1985,AS4788,204.95.99.109,3723,7,Ipoh,4.5841,101.0829,High,1,109,0.0
1430,B106-Rebhip,14.192.215.184,1575,AS9534,204.95.99.142,82,14,Kuala Lumpur,3.1667,101.7,Low,0,142,1.0
1431,B106-MULTI,1.9.103.117,3951,AS4788,204.95.99.109,88,4,Melaka,2.196,102.2405,High,1,109,1.0
1432,B106-CB,113.210.130.146,7678,AS9534,204.95.99.31,288,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
1433,B106-Poison,219.93.221.69,51309,AS4788,204.95.99.130,6666,14,Kuala Lumpur,3.1667,101.7,Low,0,130,0.0
1434,B106-MULTI,1.9.107.79,11408,AS4788,204.95.99.109,333,11,Kuching,1.55,110.3333,High,1,109,1.0
1435,B106-MULTI,175.138.51.171,21967,AS4788,204.95.99.109,81,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
1436,B106-MULTI,202.188.215.34,19197,AS4788,204.95.99.109,86,7,Ipoh,4.5841,101.0829,High,1,109,1.0
1437,B106-MULTI,1.9.102.240,20557,AS4788,204.95.99.109,1122,4,Melaka,2.196,102.2405,High,1,109,1.0
1438,B106-CB,60.52.60.238,53180,AS4788,204.95.99.31,1920,1,Johor Bahru,1.4655,103.7578,High,1,31,1.0
1439,B106-Bladabindi,210.187.215.9,56674,AS4788,204.95.99.26,2221,14,Kuala Lumpur,3.1667,101.7,High,1,26,1.0
1440,B106-Jenxcus,210.186.58.224,5780,AS4788,204.95.99.86,991,11,Kuching,1.55,110.3333,High,1,86,1.0
1441,B106-Bladabindi,183.171.174.115,8530,AS10030,204.95.99.26,99,14,Kuala Lumpur,3.1667,101.7,High,1,26,1.0
1442,B106-MULTI,1.9.102.72,13793,AS4788,204.95.99.109,1122,4,Melaka,2.196,102.2405,High,1,109,1.0
1443,B106-MULTI,115.135.233.234,52099,AS4788,204.95.99.109,1888,5,Seremban,2.7297,101.9381,High,1,109,1.0
1444,B106-CB,115.134.64.7,24686,AS4788,204.95.99.31,288,4,Melaka,2.196,102.2405,High,1,31,1.0
1445,B106-Jenxcus,1.9.99.37,5430,AS4788,204.95.99.86,1644,6,Kuantan,3.8077,103.326,High,1,86,1.0
1446,B106-Bladabindi,175.145.223.226,14580,AS4788,204.95.99.26,99,12,Petaling Jaya,3.0833,101.65,High,1,26,1.0
1447,B106-Jenxcus,118.101.200.70,37190,AS4788,204.95.99.86,991,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
1448,B106-MULTI,183.171.167.119,11735,AS10030,204.95.99.109,95,NA,,2.5,112.5,High,1,109,1.0
1449,B106-MULTI,175.140.91.162,37888,AS4788,204.95.99.109,300,12,Seri Kembangan,3.0333,101.7167,High,1,109,1.0
1450,B106-MULTI,149.129.129.238,50668,AS9930,204.95.99.109,88,NA,,2.5,112.5,High,1,109,1.0
1451,B106-MULTI,115.164.55.30,17690,AS4818,204.95.99.109,88,NA,,2.5,112.5,High,1,109,1.0
1452,B106-Jenxcus,183.171.172.113,7604,AS10030,204.95.99.86,1644,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
1453,B106-MULTI,14.1.200.123,49324,AS45960,204.95.99.109,82,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1454,B106-CB,118.101.51.16,51969,AS4788,204.95.99.31,1920,9,Ayer Itam,5.4,100.2833,High,1,31,1.0
1455,B106-CB,58.26.102.194,24801,AS4788,204.95.99.31,288,1,Muar,2.0442,102.5689,High,1,31,1.0
1456,B106-CB,115.134.148.7,54881,AS4788,204.95.99.31,288,12,Klang,3.0333,101.45,High,1,31,1.0
1457,B106-MULTI,103.1.69.128,57946,AS45960,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1458,B106-Jenxcus,118.100.232.166,6663,AS4788,204.95.99.86,991,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
1459,B106-MULTI,60.50.189.157,2467,AS4788,204.95.99.109,82,11,Sibu,2.3,111.8167,High,1,109,1.0
1460,B106-MULTI,1.9.102.161,3398,AS4788,204.95.99.109,81,4,Melaka,2.196,102.2405,High,1,109,1.0
1461,B106-Jenxcus,175.145.176.149,52318,AS4788,204.95.99.86,2000,12,Petaling Jaya,3.0833,101.65,High,1,86,1.0
1462,B106-MULTI,60.51.9.100,52957,AS4788,204.95.99.109,88,7,Ipoh,4.5841,101.0829,High,1,109,1.0
1463,B106-Jenxcus,113.210.3.87,41758,AS9534,204.95.99.86,991,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
1464,B106-MULTI,203.106.153.246,12757,AS4788,204.95.99.109,88,7,Bagan Serai,5.0108,100.541,High,1,109,1.0
1465,B106-Bladabindi,210.186.54.45,1497,AS4788,204.95.99.26,1999,3,Kota Bharu,6.1333,102.2386,High,1,26,1.0
1466,B106-CB,175.145.97.75,13978,AS4788,204.95.99.31,2288,2,Jitra,6.2681,100.4217,High,1,31,1.0
1467,B106-MULTI,113.210.138.58,23197,AS9534,204.95.99.109,7777,12,Petaling Jaya,3.0833,101.65,High,1,109,0.0
1468,B106-MULTI,203.106.159.37,6418,AS4788,204.95.99.109,1122,5,Seremban,2.7297,101.9381,High,1,109,1.0
1469,B106-MULTI,61.6.56.17,56033,AS2042,204.95.99.109,2023,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1470,B106-MULTI,120.141.198.31,63156,AS38322,204.95.99.109,7777,14,Kuala Lumpur,3.1667,101.7,High,1,109,0.0
1471,B106-MULTI,120.141.249.254,64577,AS38322,204.95.99.109,7777,14,Kuala Lumpur,3.1667,101.7,High,1,109,0.0
1472,B106-MULTI,103.21.44.22,7954,AS132435,204.95.99.109,1122,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1473,B106-MULTI,175.140.230.150,51707,AS4788,204.95.99.109,86,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1474,B106-MULTI,175.140.128.190,62199,AS4788,204.95.99.109,333,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
1475,B106-Jenxcus,219.92.117.154,50939,AS4788,204.95.99.86,4442,16,Kota Kinabalu,5.9749,116.0724,High,1,86,1.0
1476,B106-MULTI,60.50.50.178,50879,AS4788,204.95.99.109,1997,12,Seri Kembangan,3.0333,101.7167,High,1,109,1.0
1477,B106-CB,1.9.96.238,9338,AS4788,204.95.99.31,288,13,Kuala Terengganu,5.3302,103.1408,High,1,31,1.0
1478,B106-MULTI,183.171.160.1,64890,AS10030,204.95.99.109,333,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1479,B106-Jenxcus,60.54.87.168,49332,AS4788,204.95.99.86,84,4,Melaka,2.196,102.2405,High,1,86,1.0
1480,B106-Jenxcus,60.48.177.78,7828,AS4788,204.95.99.86,1644,2,Sungai Petani,5.647,100.4877,High,1,86,1.0
1481,B106-MULTI,61.6.56.23,54110,AS2042,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1482,B106-Jenxcus,175.143.250.242,49844,AS4788,204.95.99.86,991,12,Puchong,3.0167,101.6167,High,1,86,1.0
1483,B106-MULTI,1.9.103.118,9918,AS4788,204.95.99.109,333,4,Melaka,2.196,102.2405,High,1,109,1.0
1484,B106-MULTI,60.50.71.33,18109,AS4788,204.95.99.109,82,6,Kuala Lipis,4.1842,102.0468,High,1,109,1.0
1485,B106-MULTI,175.143.56.54,52505,AS4788,204.95.99.109,4,1,Johor Bahru,1.4655,103.7578,High,1,109,1.0
1486,B106-MULTI,113.210.133.191,13882,AS9534,204.95.99.109,1998,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1487,B106-Jenxcus,110.159.20.122,58517,AS4788,204.95.99.86,4442,NA,,2.5,112.5,High,1,86,1.0
1488,B106-CB,175.140.89.51,15360,AS4788,204.95.99.31,105,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
1489,B106-CB,203.121.53.35,15720,AS9930,204.95.99.31,288,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
1490,B106-CB,113.210.138.244,39533,AS9534,204.95.99.31,105,12,Petaling Jaya,3.0833,101.65,High,1,31,1.0
1491,B106-MULTI,203.106.150.73,8551,AS4788,204.95.99.109,2233,9,Penang,5.4112,100.3354,High,1,109,1.0
1492,B106-Jenxcus,118.100.111.60,57699,AS4788,204.95.99.86,1988,NA,,2.5,112.5,High,1,86,1.0
1493,B106-CB,175.145.187.188,1702,AS4788,204.95.99.31,1920,1,Johor Bahru,1.4655,103.7578,High,1,31,1.0
1494,B106-CB,123.136.107.108,4019,AS38466,204.95.99.31,1920,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
1495,B106-CB,203.106.159.24,1395,AS4788,204.95.99.31,1920,5,Seremban,2.7297,101.9381,High,1,31,1.0
1496,B106-MULTI,203.106.159.29,14502,AS4788,204.95.99.109,1888,5,Seremban,2.7297,101.9381,High,1,109,1.0
1497,B106-MULTI,203.106.149.117,21185,AS4788,204.95.99.109,88,9,Penang,5.4112,100.3354,High,1,109,1.0
1498,B106-MULTI,175.137.196.13,22270,AS4788,204.95.99.109,102,12,Salak Selatan,3.1,101.7,High,1,109,1.0
1499,B106-MULTI,124.13.26.186,64572,AS4788,204.95.99.109,1888,12,Puchong,3.0167,101.6167,High,1,109,1.0
1500,B106-MULTI,113.210.9.27,19471,AS9534,204.95.99.109,95,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1501,B106-MULTI,113.210.11.197,8096,AS9534,204.95.99.109,258,12,Kajang,2.9927,101.7909,High,1,109,1.0
1502,B106-CB,1.9.96.99,2317,AS4788,204.95.99.31,2288,3,Kota Bharu,6.1333,102.2386,High,1,31,1.0
1503,B106-CB,113.210.136.134,61765,AS9534,204.95.99.31,1066,12,Petaling Jaya,3.0833,101.65,High,1,31,1.0
1504,B106-MULTI,120.139.112.10,60087,AS38322,204.95.99.109,8899,12,Petaling Jaya,3.0833,101.65,High,1,109,0.0
1505,B106-Jenxcus,124.13.50.15,51220,AS4788,204.95.99.86,4442,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
1506,B106-MULTI,210.186.188.201,52549,AS4788,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
1507,B106-CB,210.186.53.191,8682,AS4788,204.95.99.31,105,6,Kuantan,3.8077,103.326,High,1,31,1.0
1508,B106-MULTI,110.159.57.34,27830,AS4788,204.95.99.109,333,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
1509,B106-CB,203.106.80.152,3858,AS4788,204.95.99.31,288,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
1510,B106-MULTI,118.101.203.105,45056,AS4788,204.95.99.109,1177,12,Puchong,3.0167,101.6167,High,1,109,1.0
1511,B106-CB,123.136.106.47,4131,AS38466,204.95.99.31,288,12,Shah Alam,3.0833,101.5333,High,1,31,1.0
1512,B106-Tapazom,203.106.150.240,7624,AS4788,204.95.99.167,1431,9,Penang,5.4112,100.3354,Low,0,167,0.0
1513,B106-VB,121.121.57.181,1353,AS9534,204.95.99.180,3175,14,Kuala Lumpur,3.1667,101.7,Low,0,180,0.0
1514,B106-MULTI,60.53.243.206,16818,AS4788,204.95.99.109,102,4,Melaka,2.196,102.2405,High,1,109,1.0
1515,B106-CB,180.74.99.187,58485,AS38322,204.95.99.31,1921,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
1516,B106-MULTI,210.186.55.10,8933,AS4788,204.95.99.109,95,3,Kota Bharu,6.1333,102.2386,High,1,109,1.0
1517,B106-Jenxcus,118.100.232.125,38301,AS4788,204.95.99.86,83,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
1518,B106-CB,1.9.103.108,19068,AS4788,204.95.99.31,1920,4,Melaka,2.196,102.2405,High,1,31,1.0
1519,B106-MULTI,115.132.129.216,3201,AS4788,204.95.99.109,333,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
1520,B106-CB,203.106.158.181,12700,AS4788,204.95.99.31,81,4,Melaka,2.196,102.2405,High,1,31,1.0
1521,B106-Jenxcus,1.9.103.98,20185,AS4788,204.95.99.86,2164,4,Melaka,2.196,102.2405,High,1,86,1.0
1522,B106-Bladabindi,202.185.114.7,8551,AS132688,204.95.99.26,666,14,Kuala Lumpur,3.1667,101.7,High,1,26,1.0
1523,B106-CB,60.48.221.45,57269,AS4788,204.95.99.31,105,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
1524,B106-Jenxcus,115.132.91.175,63575,AS4788,204.95.99.86,4442,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
1525,B106-CB,203.106.149.193,12036,AS4788,204.95.99.31,1920,9,Penang,5.4112,100.3354,High,1,31,1.0
1526,B106-CB,1.9.97.129,2574,AS4788,204.95.99.31,288,3,Kota Bharu,6.1333,102.2386,High,1,31,1.0
